23442;Euthyrox 50 mikrogramov tablete
23450;Canifug 10 mg/1 ml dermalno pršilo, raztopina
23469;Insulatard InnoLet 100 i.e./ml suspenzija za injiciranje v napolnjenem injekcijskem peresniku
23485;Controloc 20 mg gastrorezistentne tablete
23493;Daktarin 20 mg/g krema
23515;Controloc 40 mg prašek za raztopino za injiciranje
23523;Danoval 200 mg trde kapsule
23540;INVEGA 9 mg tablete s podaljšanim sprošèanjem
23574;DIAPREL MR 30 mg tablete s prirejenim sprošèanjem
23582;DIABINESE tablete 250 mg
23590;Actrapid InnoLet 100 i.e./ml raztopina za injiciranje v napolnjenem injekcijskem peresniku
23604;Mixtard 30 InnoLet 100 i.e./ml suspenzija za injiciranje v napolnjenem injekcijskem peresniku
23639;DERMAZIN krema 10 mg/1g
23655;DEXAMETHASON- NEOMYCIN mazilo za oko
23663;INVEGA 12 mg tablete s podaljšanim sprošèanjem
23671;Nebilet 5 mg tablete
23680;SEBIVO 600 mg filmsko obložene tablete
23710;Frexocel 100 mg filmsko obložene tablete
23728;Diane 0,035 mg/2 mg obložene tablete
23744;Dicynone 125 mg/ml raztopina za injiciranje
23779;DIGICOR 0,1 mg tablete
23787;DIGICOR injekcije 0,2 mg/2 ml
23795;Resovist 0,5 mmol Fe/ml raztopina za injiciranje
23817;DIMIDRIL tablete
23825;SINVACOR 10 mg filmsko obložene tablete
23833;SOLPAFLEX filmsko obložene tablete
23841;SOLPAFLEX gel
23868;SPIRIVA 18 mikrogramov prašek za inhaliranje, trde kapsule
23884;VISIPAQUE 150 mg I/ml
23906;Visipaque 270 mg l/ml raztopina za injiciranje
23914;VISIPAQUE 270 mg I/ml
23930;DUGODOL
23990;HOLOXAN 1 g/25 ml raztopina za infundiranje
24007;VISIPAQUE 320 mg I/ml
24015;Visipaque 320 mg l/ml raztopina za injiciranje
24031;DIAZEPAM
24040;HOLOXAN  2 g/50 ml raztopina za infundiranje
24112;VOLUVEN 60 mg/ml raztopina za infundiranje
24120;Sortis 40 mg filmsko obložene tablete
24139;Kaletra 133,3 mg/33,3 mg mehke kapsule
24147;ENDOXAN
24155;ENDOBULIN
24198;Kaletra (80 mg + 20 mg) / ml peroralna raztopina
24201;ERAZON krema 10 mg/1 g
24228;Lamisil 10 mg/g dermalno pršilo, raztopina
24236;Concor COR 2,5 mg filmsko obložene tablete
24244;Concor COR 5 mg filmsko obložene tablete
24252;Concor COR 10 mg filmsko obložene tablete
24260;DYSPORT 500 enot prašek za raztopino za injiciranje
24279;Dicynone 250 mg tablete
24295;PREVENAR suspenzija za injiciranje v napolnjeni injekcijski brizgi
24317;PREVENAR suspenzija za injiciranje
24333;NASIVIN 0,5 mg/ml pršilo za nos, raztopina
24341;NASIVIN brez konzervansov 0,5 mg/ml pršilo za nos, raztopina
24350;LIZINOPRIL GALEX 10 mg tablete
24368;ENGERIX-B za otroke 10 mikrogramov/0,5 ml suspenzija za injiciranje
24376;ENGERIX-B 20 mikrogramov/1 ml suspenzija za injiciranje
24384;Pegasys 180 mikrogramov raztopina za injiciranje v napolnjeni injekcijski brizgi
24392;Pegasys 135 mikrogramov raztopina za injiciranje v napolnjeni injekcijski brizgi
24406;ESTRACYT
24414;LIZINOPRIL GALEX 20 mg tablete
24422;DIENOESTROL ORTHO
24430;ETAMBUTOL
24449;TAMIFLU 12 mg/ml prašek za peroralno suspenzijo
24457;TAMIFLU 75 mg trde kapsule
24465;DIFETOIN
24473;RELPAX 20 mg
24481;ETAMBUTOL 400 mg tablete
24490;LIZINOPRIL GALEX 5 mg tablete
24503;DIGICOR  raztopina 0,6mg/1ml
24511;RELPAX 20 mg filmsko obložene tablete
24520;Lofral 10 mg tablete
24538;RELPAX 40 mg
24546;RELPAX 40 mg filmsko obložene tablete
24570;VFEND 200 mg filmsko obložene tablete
24600;FENORIN kapsule 375 mg
24627;Dihalar sirup
24635;VFEND 200 mg prašek za raztopino za infundiranje
24643;Dihalar tablete 1 mg
24651;ZELDOX 20 mg trde kapsule
24686;Lofral 5 mg tablete
24708;FLUONATRIL 1 mg tablete
24716;Fluzepam 30 mg trde kapsule
24724;ZELDOX 40 mg trde kapsule
24759;ZELDOX 60 mg trde kapsule
24767;Fortral 50 mg tablete
24791;ZELDOX 80 mg trde kapsule
24813;FSME IMMUN Inject
24848;ZELDOX 20 mg/ml prašek in vehikel za raztopino za injiciranje
24856;GARAMYCIN raztopina za injiciranje 20 mg/2 ml
24864;TRAVATAN 40 mikrogramov/ml kapljice za oko, raztopina
24872;SOMATULINE Autogel 120 mg raztopina za injiciranje v napolnjeni injekcijski brizgi
24880;SOMATULINE Autogel 90 mg raztopina za injiciranje v napolnjeni injekcijski brizgi
24899;SOMATULINE Autogel 60 mg raztopina za injiciranje v napolnjeni injekcijski brizgi
24902;Gentamicin Krka 40 mg/ml raztopina za injiciranje ali infundiranje
24910;GENTAMICIN mazilo
24929;MONOPRIL PLUS 20 mg/12,5 mg tablete
24937;NutropinAq 5 mg/ml
24961;FABRAZYME 35 mg prašek za koncentrat za raztopino za infundiranje
24970;Meloksikam Arrow 15 mg tablete
24996;DIMIDRIL sirup
25003;GENTAMICIN
25020;Meloksikam Arrow 7,5 mg tablete
25046;GENTAMICIN mazilo 0,1 %
25089;EMADINE 0,5 mg/ml kapljice za oko, raztopina
25097;GESTANON
25119;Opatanol 1 mg/ml kapljice za oko, raztopina
25127;Prexige 100 mg filmsko obložene tablete
25143;THYROGEN 0,9 mg prašek za raztopino za injiciranje
25151;DIPIDOLOR
25178;DIPIRIDAMOL
25208;PUREGON 300 i.e./0,36 ml, raztopina za injiciranje
25224;ORGALUTRAN 0,25mg/0,5ml raztopina za injiciranje
25232;Kamiren XL 4 mg tablete s podaljšanim sprošèanjem
25267;DIPROGENT
25305;TachoSil matriks z lepilom za tkiva
25313;Gyno-Daktarin 200 mg vaginalne globule
25330;REMODULIN 1 mg/ml raztopina za infundiranje
25348;REMODULIN 10 mg/ml raztopina za infundiranje
25364;DIPROZIN
25372;GYNIPRAL injekcije
25410;Frotan 2,5 mg filmsko obložene tablete
25437;Ditamin 2 mg/ml peroralna raztopina
25445;Migard 2,5 mg filmsko obložene tablete
25453;DITAMIN
25470;REMODULIN 2,5 mg/ml raztopina za infundiranje
25488;DITAMIN 1 mg/ml raztopina za injiciranje
25500;REMODULIN 5 mg/ml raztopina za infundiranje
25518;DOLANTIN
25526;DOLANTIN injekcije 100 mg/2 ml
25534;Sertralin Mylan 50 mg filmsko obložene tablete
25542;Sertralin Mylan 100 mg filmsko obložene tablete
25550;Siofor 1000 mg filmsko obložene tablete
25577;StructoKabiven emulzija za infundiranje
25585;IMIGRAN 10 mg/0,1 ml pršilo za nos, raztopina
25593;AGENERASE peroralna raztopina 240 ml (15 mg/1 ml)
25615;StructoKabiven Peripheral emulzija za infundiranje
25623;AGENERASE 50 mg mehke kapsule
25640;Taflosin 0,4 mg trde kapsule s podaljšanim sprošèanjem
25658;Acipan 40 mg prašek za raztopino za injiciranje
25666;Hiconcil 500 mg trde kapsule
25674;HOLOXAN 2 g prašek za raztopino za infundiranje
25712;MINIRIN 0,1 mg tablete
25739;Sanval 10 mg filmsko obožene tablete
25747;Requip-Modutab 8 mg tablete s podaljšanim sprošèanjem
25755;Requip-Modutab 4 mg tablete s podaljšanim sprošèanjem
25763;Requip-Modutab 2 mg tablete s podaljšanim sprošèanjem
25780;Megace 160 mg tablete
25798;KALILACTASOL raztopina za hemofiltracijo in hemodializo
25801;Forosa 70 mg filmsko obložene tablete
25836;DicloJet 75 mg trde gastrorezistentne kapsule
25860;Bikalutamid Teva 50 mg filmsko obložene tablete
25895;TETANOL 40 I.E./0,5 ml suspenzija za injiciranje
25909;DOKSICIKLIN
25925;Omnitrope 5 mg/1,5 ml raztopina za injiciranje
25941;Aranesp 130 mikrogramov raztopina za injiciranje v napolnjeni injekcijski brizgi
25950;Aranesp 130 mikrogramov raztopina za injiciranje v napolnjenem injekcijskem peresniku (SureClick)
25968;ALTARGO 1% mazilo
25976;Atriance 5 mg/ ml raztopina za infundiranje
25984;FOSAVANCE 70 mg/5.600 i.e. tablete
25992;VINCRISTINE SULPHATE PHARMACHEMIE 1 mg/ml raztopina za injiciranje
26018;INFANRIX HEXA prašek in suspenzija za suspenzijo za injiciranje
26050;Citalon 10 mg filmsko obložene tablete
26085;DOBUTREX
26093;BLENAMAX 15 mg prašek za pripravo raztopine za injiciranje
26107;Citalon 20 mg filmsko obložene tablete
26123;IBADEN 1000 tablete
26131;BLASTVIN Pharmachemie, prašek za raztopino za injiciranje 10 mg
26140;CALIXTA 15 mg filmsko obložene tablete
26174;Citalon 40 mg filmsko obložene tablete
26212;DIUVER tablete 5 mg
26220;DIUVER tablete 10 mg
26263;Neupro 1 mg/24 h transdermalni obliž
26280;Ortanol 40 mg prašek in vehikel za raztopino za injiciranje
26310;Octaplex 500 i.e. prašek in vehikel za raztopino za infundiranje
26328;Norprolac 75 mikrogramov tablete
26336;Norprolac 150 mikrogramov tablete
26344;INTAL KAPSULE ZA INHALACIJO 20 mg
26352;Norprolac 25 mikrogramov in 50 mikrogramov tablete
26360;Miva 45 mg orodisperzibilne tablete
26379;Miva 30 mg orodisperzibilne tablete
26387;Limeral 1 mg tablete
26417;Limeral 2 mg tablete
26433;Limeral 3 mg tablete
26450;Doksazosin Arrow 4 mg tablete s podaljšanim sprošèanjem
26468;DUOPEN 4.000.000 I.E.
26476;Ciprofloksacin Lek 400 mg/ 200 ml raztopina za infundiranje
26484;Ciprofloksacin Lek 200 mg/ 100 ml raztopina za infundiranje
26506;ADARTREL 0,25 mg filmsko obložene tablete
26514;ADARTREL 0,5 mg filmsko obložene tablete
26522;DUOPEN 400.000 I.E.
26530;ADARTREL 2 mg filmsko obložene tablete
26549;Actonel Combi 35 mg + 1000 mg/880 i.e. filmsko obložene tablete + šumeèa zrnca
26557;DUOPEN 800.000 I.E.
26565;DUOPHASAL
26581;Fludarabin Teva 25 mg/ml koncentrat za raztopino za injiciranje ali infundiranje
26620;Sorel 0,05 mg/g mazilo
26646;MITOMYCIN-C Kyowa 10 mg, prašek za pripravo raztopine za injiciranje
26654;MOSTRAFIN 5 mg filmsko obložene tablete
26662;ORENCIA 250 mg prašek za koncentrat za raztopino za infundiranje
26697;Ecalta 100 mg prašek in vehikel za koncentrat za raztopino za infundiranje
26700;TAMIFLU 30 mg trde kapsule
26719;TAMIFLU 45 mg trde kapsule
26727;Edemid 500 mg tablete
26735;Itrasporin 100 mg trde kapsule
26743;Ebrantil 25 mg raztopina za injiciranje in infundiranje
26751;Ebrantil 50 mg raztopina za injiciranje in infundiranje
26778;Edemid 40 mg tablete
26794;BIONOLIPREL 2,5 mg/ 0,625 mg filmsko obložene tablete
26808;Edemid 10 mg/ml raztopina za injiciranje
26816;EDEMID injekcije 20mg/2ml
26824;Perindopril arginin 2,5 mg/indapamid 0,625 mg Servier filmsko obložene tablete
26832;Edemid 25 mg/ml raztopina za infundiranje
26840;BIONOLIPREL 5 mg/1,25 mg filmsko obložene tablete
26859;BIOPREXANIL COMBI 5 mg/ 1,25 mg filmsko obložene tablete
26867;ECALIN krema 1%
26875;Valaciklovir Lek 500 mg filmsko obložene tablete
26891;ECALIN 150 mg vaginalne globule
26905;Efexiva 75 mg trde kapsule s podaljšanim sprošèanjem
26913;Efexiva 150 mg trde kapsule s podaljšanim sprošèanjem
26921;Rispolux 0,5 mg filmsko obložene tablete
26930;Spiriva Respimat 2,5 mikrogramov raztopina za inhaliranje
26948;Valaciklovir Lek 250 mg filmsko obložene tablete
26956;Valaciklovir Lek 1000 mg filmsko obložene tablete
26964;ASTROL 1 mg filmsko obložene tablete
26972;KARBOX 150 mg filmsko obložene tablete
26999;Katalip 250 mg trde kapsule
27006;MAXIPIME 1 g prašek za raztopino za injiciranje
27014;Efloran 5 mg/1 ml raztopina za infundiranje
27022;Efloran 400 mg tablete
27030;MAXIPIME 2 g prašek za raztopino za injiciranje
27049;Amiokordin 50 mg/ml raztopina za injiciranje/infundiranje
27057;Ketonal 25 mg/g gel
27065;Kuterid genta 0,5 mg/1 mg v 1 g mazilo
27073;KETONAL 2,5 % gel
27081;Kenalog 40 mg/ml suspenzija za injiciranje
27090;KARBOX 300 mg filmsko obložene tablete
27111;Ketonal 150 mg tablete s podaljšanim sprošèanjem
27138;LEKOKLAR XL 500 mg filmsko obložene tablete s prirejenim sprošèanjem
27146;Lekoklar XL 500 mg tablete s podaljšanim sprošèanjem
27154;EFUDIX  mazilo
27189;EGLONYL 50 mg trde kapsule
27197;KETOCEF 1,5 g prašek za raztopino za injiciranje
27200;KETOCEF 750 mg prašek za raztopino/suspenzijo za injiciranje
27219;Ketonal 50 mg trde kapsule
27235;KETONAL  tablete 50 mg
27243;EGLONYL 200 mg tablete
27251;KARBOX 600 mg filmsko obložene tablete
27278;Kvetiapin Mylan 100 mg filmsko obložene tablete
27286;EGLONYL peroralna raztopina 25 mg/5 ml
27294;Kvetiapin Mylan 200 mg filmsko obložene tablete
27308;EGLONYL 100 mg/2 ml raztopina za injiciranje
27316;Kvetiapin Mylan 25 mg filmsko obložene tablete
27324;KUTERID krema
27332;EGOCIN
27340;KUTERID  mazilo
27359;Kvetiapin Mylan 300 mg filmsko obložene tablete
27367;Neupro 3 mg/24 h transdermalni obliž
27375;CALIXTA 30 mg filmsko obložene tablete
27383;CALIXTA 45 mg filmsko obložene tablete
27391;Efexiva 37,5 mg trde kapsule s podaljšanim sprošèanjem
27405;Paklitaksel Mylan 6 mg/ml koncentrat za raztopino za infundiranje
27448;LADIOMIL 25 mg filmsko obložene tablete
27456;LADIOMIL injekcije
27472;NuvaRing 0,120 mg/0,015 mg na 24 ur vaginalni dostavni sistem
27499;AMIKIN 500 mg/2 ml raztopina za injiciranje
27502;Binocrit 1000 i.e./0,5 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
27510;Binocrit 2000 i.e./1 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
27529;Binocrit 3000 i.e./0,3 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
27537;Binocrit 4000 i.e./0,4 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
27545;Binocrit 5000 i.e./0,5 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
27553;ELTROXIN 100
27561;Binocrit 6000 i.e./0,6 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
27570;Binocrit 8000 i.e./0,8 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
27588;Binocrit 10.000 i.e./1 ml raztopina za injiciranje v napolnjeni injekcijski brizgi
27596;HBVAXPRO 5 mikrogramov/0,5 ml, suspenzija za injiciranje v napolnjeni injekcijski brizgi
27600;RASILEZ 150 mg filmsko obložene tablete
27618;RASILEZ 300 mg filmsko obložene tablete
27626;Celsentri 150 mg filmsko obložene tablete
27634;Celsentri 300 mg filmsko obložene tablete
27642;Kvelux 300 mg filmsko obložene tablete
27650;LEKOPAIN injekcije 70 I.E.
27669;Kvelux 200 mg filmsko obložene tablete
27677;LEKOPAIN  injekcije 70 I.E.
27685;Kvelux 100 mg filmsko obložene tablete
27693;Kvelux 25 mg filmsko obložene tablete
27707;M-M-RVAXPRO prašek in vehikel za suspenzijo za injiciranje v napolnjeni injekcijski brizgi
27715;HBVAXPRO 10 mikrogramov/ml, suspenzija za injiciranje v napolnjeni injekcijski brizgi
27723;KETESSE 12,5 mg filmsko obložene tablete
27731;KETESSE 25 mg filmsko obložene tablete
27740;KETESSE 50 mg/2 ml raztopina za injiciranje/infundiranje
27758;Topiramat Mylan 100 mg filmsko obložene tablete
27766;Enap 10 mg tablete
27782;Topiramat Mylan 200 mg filmsko obložene tablete
27790;LEPTOSUCCIN
27804;Topiramat Mylan 25 mg filmsko obložene tablete
27812;Topiramat Mylan 50 mg filmsko obložene tablete
27820;Leukeran 2 mg filmsko obložene tablete
27839;Septolete D z okusom mentola 1 mg pastile
27847;LEVANTIN tablete 40mg
27855;LEXILIUM 6 mg tablete
27863;Septolete z okusom mentola 1 mg pastile
27871;LIDAPRIM
27880;Nicorette Invisipatch 25 mg/16 ur transdermalni obliži
27898;Nicorette Invisipatch 15 mg/16 ur transdermalni obliži
27901;Nicorette Invisipatch 10 mg/16 ur transdermalni obliži
27910;EXELON 4,6 mg/24 h transdermalni obliž
27928;EXELON 9,5 mg/24 h transdermalni obliž
27960;Litalir 500 mg trde kapsule
27979;Cerazette 75 mikrogramov filmsko obložene tablete
27987;LOMILAN retard tablete  20mg
27995;Lorsilan 2,5 mg tablete
28010;BERIATE P 250
28029;ENDOXAN 200 mg prašek za raztopino za infundiranje
28053;ENDOXAN 50 mg obložene tablete
28088;Beriate 500 i.e. prašek in vehikel za raztopino za injiciranje/infundiranje
28100;Granisetron Teva 1 mg filmsko obložene tablete
28118;BERIATE P 1000
28134;LUBOR
28150;LYOGEN
28169;GONAL-f 75 i.e. (5,5 mikrogramov), prašek in vehikel za raztopino za injiciranje
28177;GONAL-f 150 i.e. prašek in vehikel za raztopino za injiciranje
28185;Granisetron Teva 2 mg filmsko obložene tablete
28193;GUTRON TABLETE 2,5 mg
28215;GUTRON TABLETE 5 mg
28231;GUTRON INJEKCIJE 5 mg/2ml
28240;Hyplafin 5 mg filmsko obložene tablete
28258;GUTRON RAZTOPINA  10 mg/ ml
28266;Kreon 10 000 Ph.Eur.e. trde gastrorezistentne kapsule
28290;Kreon 25 000 Ph.Eur.e. trde gastrorezistentne kapsule
28304;MELDIAN
28347;Nutrineal PD4 11 mg/ml amino kislin raztopina za peritonealno analizo
28355;GLUFORMIN
28371;CISPLATIN PLIVA 0,5 mg/ml koncentrat za raztopino za infundiranje
28380;Oksaliplatin Teva 5 mg/ml koncentrat za raztopino za infundiranje
28428;Videx EC 250 mg trde gastrorezistentne kapsule
28436;Videx EC 400 mg trde gastrorezistentne kapsule
28444;CEFZIL 250 mg filmsko obložene tablete
28452;CEFZIL 500 mg filmsko obložene tablete
28460;CEFZIL 250 mg/5 ml zrnca za peroralno suspenzijo
28487;ERAZON trde kapsule 10 mg
28495;Enap 2,5 mg tablete
28509;Enap-HL 10 mg/12,5 mg tablete
28517;ERAZON trde kapsule 20 mg
28541;ERAZON sveèke 20 mg
28550;Sorel 0,05 mg/g krema
28568;ERGOMETRIN LEK 0,2 mg/ml raztopina za injiciranje
28576;RISPERDAL 1 mg filmsko obložene tablete
28584;RISPERDAL 2 mg filmsko obložene tablete
28592;RISPERDAL 3 mg filmsko obložene tablete
28606;RISPERDAL 4 mg filmsko obložene tablete
28622;Acipan 20 mg gastrorezistentne tablete
28630;Acipan 40 mg gastrorezistentne tablete
28657;Tienam 500 mg/500 mg prašek za raztopino za infundiranje
28665;Omnitrope 10 mg/1,5 ml raztopina za injiciranje
28711;Infectostaph
28720;INCRELEX 10 mg/ml raztopina za injiciranje
28738;Moditen depo 25 mg/ml raztopina za injiciranje
28746;MSI MUNDIPHARMA 10 mg/ml raztopina za injiciranje
28754;ERGOTYL  0,2 mg/ml raztopina za injiciranje
28762;ERGOTYL 0,25 mg/ml peroralna raztopina
28770;Moditen 2,5 mg obložene tablete
28789;MSI MUNDIPHARMA 20 mg/ml raztopina za injiciranje
28797;Moduretic 5 mg/50 mg tablete
28819;Nitrofuration 0,05g raztopina za injiciranje
28827;Fozinopril Mylan 10 mg tablete
28835;Fozinopril Mylan 20 mg tablete
28843;Gliclada 30 mg tablete s podaljšanim sprošèanjem
28878;Lercapress 20 mg filmsko obložene tablete
28908;Naprosyn 375 mg filmsko obložene tablete
28916;Mirtazapin Mylan 30 mg orodisperzibilne tablete
28924;Mirtazapin Mylan 45 mg orodisperzibilne tablete
28932;Propofol-Lipuro 20 mg/ml emulzija za injiciranje ali infundiranje
28940;Voltaflex Glukozamin 625 mg filmsko obložene tablete
28959;Naklofen 50 mg gastrorezistentne tablete
28967;Naklofen 25 mg/ml raztopina za injiciranje
28975;Encepur za odrasle 1,5 mikrograma/0,5 ml suspenzija za injiciranje
29009;NELIT N prašek
29017;ERITROMICIN 250 mg kapsule
29025;Neloren 500 mg trde kapsule
29033;NELOREN injekcije 3g/10ml
29041;TETAVAX
29050;NovoMix 50 FlexPen 100 e./ml suspenzija za injiciranje v napolnjenem injekcijskem peresniku
29068;NELOREN sirup 250mg/5ml
29106;ERITROMICIN
29122;NEULEPTIL
29173;NIFECARD retard tablete 20 mg
29190;OptiMark 500 mikromolov/ml raztopina za injiciranje v viali
29238;VFEND 200 mg filmsko obložene tablet
29254;VFEND 40 mg/ml prašek za peroralno suspenzijo
29262;NISTATIN
29335;Norcuron 4 mg prašek in vehikel za raztopino za injiciranje ali infundiranje
29343;Glimepirid Winthrop 1 mg tablete
29351;Glimepirid Winthrop 2 mg tablete
29360;Glimepirid Winthrop 3 mg tablete
29368;Glimepirid Winthrop 6 mg tablete
29378;Glimepirid Winthrop 4 mg tablete
29394;Hepan 500 i.e./g / 5 mg/g krema
29408;5 - NOK 50 mg obložene tablete
29416;Linola Urea 120 mg/g krema
29424;Recombinate 1000 i.e. prašek in vehikel za raztopino za injiciranje
29432;Recombinate 250 i.e. prašek in vehikel za raztopino za injiciranje
29440;Recombinate 500 i.e. prašek in vehikel za raztopino za injiciranje
29467;GLUKOZA PLIVA 5 % raztopina za infundiranje
29475;GLUKOZA HZTM 100 mg/ml raztopina za infundiranje
29483;GLUKOZA HZTM 50 mg/ml raztopina za infundiranje
29491;Boostrix suspenzija za injiciranje v napolnjeni injekcijski brizgi
29505;YAZ 0,02 mg/3 mg filmsko obložene tablete
29513;Co-Berlipril 10 mg/25 mg tablete
29530;Lidokain Grünenthal 5 % zdravilni obliž
29556;Paklitaksel Pliva 6 mg/ml koncentrat za raztopino za infundiranje
29599;Ramipril Galex 1,25 mg tablete
29602;Ramipril Galex 10 mg tablete
29610;Ramipril Galex 2,5 mg tablete
29629;Ramipril Galex 5 mg tablete
29637;Versatis 5 % zdravilni obliž
29653;Pergoveris 150 i.e./75 i.e. prašek in vehikel za raztopino za injiciranje
29688;TORISEL 25 mg/ml koncentrat in vehikel za raztopino za infundiranje
29696;Lantus 100 enot/ml, raztopina za injiciranje v vložku OptiClic
29700;ALIMTA 100 mg prašek za koncentrat za raztopino za infundiranje
29718;Jurnista 4 mg tablete s podaljšanim sprošèanjem
29734;Naltrekson aop 50 mg filmsko obložene tablete
29742;Tasigna 200 mg trde kapsule
29750;OKSITETRACIKLIN
29793;EUCREAS 50 mg/850 mg filmsko obložene tablete
29815;EUCREAS 50 mg/1000 mg filmsko obložene tablete
29831;Galvus 50 mg tablete
29874;ISENTRESS 400 mg filmsko obložene tablete
29890;AVAMYS 27,5 mikrogramov/vpih pršilo za nos, suspenzija
29904;Olivin 20 mg tablete
29912;TYVERB 250 mg filmsko obložene tablete
29920;OMNIDROX kapsule 250 mg
29947;ZALASTA 5 mg tableta
29963;Propofol-Lipuro 10 mg/ml emulzija za injiciranje ali infundiranje
29971;ZALASTA 10 mg tableta
29998;Heparin Braun 5000 i.e./ml raztopina za injiciranje
30007;ORBENIN prašek za raztopino za injiciranje ali infundiranje
30015;NovoRapid 100 enot/ml raztopina za injiciranje v viali
30023;ORMIDOL
30031;ALPHA D3 0,5 mikrograma mehke kapsule
30040;Actalipid 80 mg filmsko obložene tablete
30058;Androcur 100 mg tablete
30066;Asmanex Twisthaler 200 mikrogramov/vdih prašek za inhaliranje
30074;Asmanex Twisthaler 400 mikrogramov/vdih prašek za inhaliranje
30082;Actonel 75 mg filmsko obložene tablete
30090;Co-Diovan 160 mg/12,5 mg filmsko obložene tablete
30104;Co-Diovan 160 mg/25 mg filmsko obložene tablete
30112;Co-Diovan 80 mg/12,5 mg filmsko obložene tablete
30120;DOBUTAMIN SOLVAY 250 mg raztopina za infundiranje
30139;FOSAMAX enkrat tedensko 70 mg
30147;Insuman Rapid 100 i.e./ml OptiSet raztopina za injiciranje
30155;ETAMBUTOL 100 mg
30163;Insuman Rapid 100 i.e./ml raztopina za injiciranje v vložku
30171;Lorista H 50 mg/12,5 mg filmsko obložene tablete
30180;Amlodipin Arrow 10 mg tablete
30198;OsteoD 0,25 mikrograma mehke kapsule
30201;OsteoD 0,5 mikrograma mehke kapsule
30228;RESCULA
30236;ETMOZIN obložene tablete 100 mg
30244;ROZEX 0,75 % gel
30260;PALIN kapsule 200 mg
30279;ETAMBUTOL 400 mg
30287;ETOGEL
30309;EUGLUCON
30317;ROZEX 0,75 % krema
30325;Panatus 4 mg/5 ml sirup
30341;TIMOPTIC - XE 2,5 mg/ml kapljice za oko, raztopina
30368;TIMOPTIC - XE 5 mg/ml kapljice za oko, raztopina
30376;STRUCTOLIPID 200 mg/ml emulzija za infundiranje
30392;Glucovance 500 mg/2,5 mg filmsko obložene tablete
30406;Glucovance 500 mg/5 mg filmsko obložene tablete
30414;MicardisPlus 40 mg/12,5 mg tablete
30422;MicardisPlus 80 mg/12,5 mg tablete
30430;CALIDIOL 150 mcg pršilo za nos, raztopina
30449;Atifan 250 mg tablete
30457;PENBRITIN
30473;Atifan 125 mg tablete
30481;Clivarin 3436 i.e. anti-Xa/0,6 ml raztopina za injiciranje
30503;FRAXIPARINE FORTE 11400 i.e. anti-Xa/0,6 ml raztopina za injiciranje
30511;FRAXIPARINE FORTE 15200 i.e. anti-Xa/0,8 ml raztopina za injiciranje
30520;Amlodipin Arrow 5 mg tablete
30538;EURAX  krema
30546;EURAX losion
30554;FRAXIPARINE FORTE 19000 i.e. anti-Xa/1,0 ml raztopina za injiciranje
30562;ACTOS 15 mg tablete
30570;ACTOS 30 mg tablete
30589;EUTIZON B6
30597;TACHOCOMB H
30619;Actrapid 100 i.e./ml raztopina za injiciranje v viali
30627;Ceclor 125 mg/5 ml zrnca za peroralno suspenzijo
30635;ZYPREXA 15 mg obložene tablete
30643;PHAGOSAN  obložene tablete 15 mg
30651;PHEMITON tablete 30 mg
30678;BONIFEN peroralna suspenzija 100 mg/5 ml
30686;Ceclor 250 mg/5 ml zrnca za peroralno suspenzijo
30694;ZYPREXA 20 mg obložene tablete
30708;LEKADOL 500 mg filmsko obložene tablete
30716;AMPHO MORONAL suspenzija 100 mg/1 ml
30724;AMPHO MORONAL 100 mg tablete
30732;AMPHOTERICIN B
30759;CYMEVENE 500 mg kapsule
30767;Faktu 10 mg/50 mg v 1 g rektalno mazilo
30775;CYMEVENE 500 mg/10 ml raztopina za injiciranje
30783;PHOLCODIN ALKALOID 10 mg trde kapsule
30791;Faktu 2,5 mg/100 mg sveèke
30848;DAPSON 50 mg tablete
30856;DAPSON FATOL 50 mg tablete
30864;ERYTHROCIN 100 mg/20 ml
30872;ERYTHROCIN 300 mg/6 ml
30880;PILOKARPIN 1%
30899;FOSCAVIR 24 mg/ml raztopina za infundiranje
30902;NEBCIN 80 mg/2 ml raztopin az injiciranje
30929;PENICILLIN G 10 Mi.e./1 ml
30937;POLYMYXIN B 25 mg tablete
30945;RETROVIR 100 mg/10 ml peroralna raztopina
30953;FARLUTAL
30961;ROVAMYCINE tablete 1,5 Mi.e.
31003;SULFADIAZIN HEYL 500 mg tablete
31011;PLIVACILLIN
31020;Anastrozol Teva 1 mg filmsko obložene tablete
31038;PLIVIT A peroralne kapljice
31046;Arlevert 20 mg/40 mg tablete
31062;PLIVIT C tablete 500 mg
31097;VIDEX 100 mg tablete
31100;VIRAZOLE ampule 1,2 g (ICN)
31119;VIRAZOLE ampule 1,2 g /12 ml (ICN)
31127;VIRAZOLE 400 mg kapsule (ICN)
31135;Pregnyl 5000 i.e./ml prašek in vehikel za raztopino za injiciranje
31143;ZYVOXID ampule 2 mg/ml
31151;FASIGYN
31178;PRE-PAR 50 mg injekcije
31208;PRIMOGONYL 1000
31240;PROCTO-GLIVENOL
31259;PROALKALIN 0,3 mg/ml kapljice za oko, raztopina
